"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Profit","Profit_Margin"
"177","FDB35",12.3,"Regular",0.06475,"Starchy Foods",92.6804,"OUT045","2002","Small","Tier 2","Supermarket Type1",1010.684,918.0036,90.83
"178","NCU05",11.8,"Low_Fat",0.098312,"Health and Hygiene",81.4618,"OUT010","1998","Small","Tier 3","Grocery Store",161.1236,79.6618,49.441
"179","DRY23",9.395,"Regular",0.191014,"Soft Drinks",42.1112,"OUT019","1985","Small","Tier 1","Grocery Store",42.6112,0.5,1.173
"180","FDO24",11.1,"Low_Fat",0.176573,"Baking Goods",157.4604,"OUT045","2002","Small","Tier 2","Supermarket Type1",3010.748,2853.2876,94.77
"181","FDQ28",14,"Regular",0.060134,"Frozen Foods",153.0656,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6024.158,5871.0924,97.459
"182","FDV39",11.3,"Low_Fat",0.007295,"Meat",198.1426,"OUT045","2002","Small","Tier 2","Supermarket Type1",988.713,790.5704,79.96
"183","NCO17",10,"Low_Fat",0.128478,"Health and Hygiene",117.944,"OUT019","1985","Small","Tier 1","Grocery Store",239.688,121.744,50.793
"184","FDU50",5.75,"Regular",0.075108,"Dairy",112.8176,"OUT013","1987","High","Tier 3","Supermarket Type1",1374.211,1261.3934,91.79
"185","FDT12",6.215,"Regular",0.049381,"Baking Goods",226.8062,"OUT027","1985","Medium","Tier 3","Supermarket Type3",4739.83,4513.0238,95.215
"186","FDK58",11.35,"Regular",0.045166,"Snack Foods",100.0016,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1012.016,912.0144,90.119
"187","FDO08",11.1,"Regular",0.094154,"Fruits and Vegetables",165.7526,"OUT019","1985","Small","Tier 1","Grocery Store",657.8104,492.0578,74.802
"188","NCW29",14,"Low_Fat",0.028908,"Health and Hygiene",130.431,"OUT049","1999","Medium","Tier 1","Supermarket Type1",778.986,648.555,83.256
"189","FDE04",19.75,"Regular",0.01806,"Frozen Foods",179.766,"OUT045","2002","Small","Tier 2","Supermarket Type1",2336.958,2157.192,92.308
"190","NCB19",6.525,"Low_Fat",0.090436,"Household",85.0882,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2233.093,2148.0048,96.19
"191","FDV15",10.3,"Low_Fat",0.1464,"Meat",103.9648,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1661.837,1557.8722,93.744
"192","FDL58",5.78,"Regular",0.074264,"Snack Foods",264.7568,"OUT049","1999","Medium","Tier 1","Supermarket Type1",4745.822,4481.0652,94.421
"193","FDA08",11.85,"Regular",0.050187,"Fruits and Vegetables",164.1526,"OUT045","2002","Small","Tier 2","Supermarket Type1",3124.599,2960.4464,94.746
"194","FDT43",16.35,"Low_Fat",0.020632,"Fruits and Vegetables",50.1324,"OUT018","2009","Medium","Tier 3","Supermarket Type2",467.3916,417.2592,89.274
"195","NCX06",17.6,"Low_Fat",0.015611,"Household",182.5976,"OUT027","1985","Medium","Tier 3","Supermarket Type3",5070.733,4888.1354,96.399
"196","FDT20",10.5,"Low_Fat",0.041395,"Fruits and Vegetables",37.6164,"OUT046","1997","Small","Tier 1","Supermarket Type1",540.6296,503.0132,93.042
"197","FDB41",19,"Regular",0.097313,"Frozen Foods",48.0718,"OUT046","1997","Small","Tier 1","Supermarket Type1",992.7078,944.636,95.158
"198","NCN55",14.6,"Low_Fat",0.059583,"Others",238.8538,"OUT049","1999","Medium","Tier 1","Supermarket Type1",6008.845,5769.9912,96.025
"199","FDE40",15.6,"Regular",0.098664,"Dairy",62.9194,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2105.26,2042.3406,97.011
"200","FDX49",4.615,"Regular",0.101339,"Canned",232.63,"OUT027","1985","Medium","Tier 3","Supermarket Type3",5359.69,5127.06,95.66
"201","NCM53",18.75,"Low_Fat",0.052146,"Health and Hygiene",104.628,"OUT045","2002","Small","Tier 2","Supermarket Type1",745.696,641.068,85.969
"202","FDE36",5.26,"Regular",0.041764,"Baking Goods",161.8868,"OUT035","2004","Small","Tier 2","Supermarket Type1",3275.736,3113.8492,95.058
"203","FDN57",18.25,"Low_Fat",0.054344,"Snack Foods",140.2154,"OUT045","2002","Small","Tier 2","Supermarket Type1",1701.785,1561.5696,91.761
"204","FDI24",10.3,"Low_Fat",0.078362,"Baking Goods",177.937,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6704.606,6526.669,97.346
"205","FDI19",15.1,"Low_Fat",0.052339,"Meat",242.7512,"OUT046","1997","Small","Tier 1","Supermarket Type1",4119.97,3877.2188,94.108
"206","FDF24",15.5,"Regular",0.042465,"Baking Goods",81.5934,"OUT010","1998","Small","Tier 3","Grocery Store",327.5736,245.9802,75.092
"207","FDG52",13.65,"Low_Fat",0.065733,"Frozen Foods",45.7402,"OUT049","1999","Medium","Tier 1","Supermarket Type1",780.9834,735.2432,94.143
"208","DRF36",16.1,"Low_Fat",0.023625,"Soft Drinks",189.3846,"OUT045","2002","Small","Tier 2","Supermarket Type1",3630.607,3441.2224,94.784
"209","FDS45",5.175,"Regular",0.051644,"Snack Foods",107.3622,"OUT019","1985","Small","Tier 1","Grocery Store",317.5866,210.2244,66.194
"210","FDX40",12.85,"Low_Fat",0.165694,"Frozen Foods",39.7164,"OUT010","1998","Small","Tier 3","Grocery Store",231.6984,191.982,82.859
"211","DRK12",9.5,"Low_Fat",0.041878,"Soft Drinks",32.99,"OUT035","2004","Small","Tier 2","Supermarket Type1",133.16,100.17,75.225
"212","DRC27",13.8,"Low_Fat",0.058091,"Dairy",245.1802,"OUT035","2004","Small","Tier 2","Supermarket Type1",5650.645,5405.4648,95.661
"213","FDL58",5.78,"Regular",0.071186875,"Snack Foods",263.7568,"OUT017","2007","Small","Tier 2","Supermarket Type1",2636.568,2372.8112,89.996
"214","NCD30",19.7,"Low_Fat",0.026904,"Household",96.0726,"OUT045","2002","Small","Tier 2","Supermarket Type1",1272.344,1176.2714,92.449
"215","NCZ54",14.65,"Low_Fat",0.0804261428571429,"Household",161.5552,"OUT010","1998","Small","Tier 3","Grocery Store",324.9104,163.3552,50.277
"216","FDE10",6.67,"Regular",0.150555,"Snack Foods",130.0626,"OUT010","1998","Small","Tier 3","Grocery Store",131.1626,1.09999999999999,0.839
"217","FDR44",6.11,"Regular",0.09016225,"Fruits and Vegetables",131.2968,"OUT010","1998","Small","Tier 3","Grocery Store",260.9936,129.6968,49.693
"218","FDP28",13.65,"Regular",0.134976,"Frozen Foods",260.0936,"OUT010","1998","Small","Tier 3","Grocery Store",260.9936,0.900000000000034,0.345
"219","FDX15",17.2,"Low_Fat",0.156169,"Meat",160.6578,"OUT013","1987","High","Tier 3","Supermarket Type1",3690.529,3529.8712,95.647
"220","FDA39",6.32,"Low_Fat",0.01220825,"Meat",40.2822,"OUT035","2004","Small","Tier 2","Supermarket Type1",1139.184,1098.9018,96.464
"221","FDY24",4.88,"Regular",0.133701,"Baking Goods",52.9298,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1995.403,1942.4732,97.347
"222","FDC60",5.425,"Regular",0.11512,"Baking Goods",88.3514,"OUT017","2007","Small","Tier 2","Supermarket Type1",1416.822,1328.4706,93.764
"223","FDH28",15.85,"Regular",0.110031,"Frozen Foods",37.2506,"OUT046","1997","Small","Tier 1","Supermarket Type1",265.6542,228.4036,85.978
"224","FDT25",7.5,"Low_Fat",0.051038,"Canned",121.7072,"OUT017","2007","Small","Tier 2","Supermarket Type1",3552.709,3431.0018,96.574
"225","DRJ13",12.65,"Low_Fat",0.062838,"Soft Drinks",161.5578,"OUT013","1987","High","Tier 3","Supermarket Type1",2406.867,2245.3092,93.288
"226","NCO07",9.06,"Low_Fat",0.017117,"Others",211.956,"OUT019","1985","Small","Tier 1","Grocery Store",213.056,1.10000000000002,0.516
"227","FDW20",20.75,"Low_Fat",0.024129,"Fruits and Vegetables",124.173,"OUT013","1987","High","Tier 3","Supermarket Type1",2956.152,2831.979,95.8
"228","DRF27",8.93,"Low_Fat",0.049755,"Dairy",152.134,"OUT019","1985","Small","Tier 1","Grocery Store",153.134,1,0.653
"229","FDS49",9,"Low_Fat",0.0636496,"Canned",79.7644,"OUT035","2004","Small","Tier 2","Supermarket Type1",1649.852,1570.0876,95.165
"230","FDX25",16.7,"Low_Fat",0.101562,"Canned",181.9292,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3101.296,2919.3668,94.134
"231","NCX42",6.36,"Low_Fat",0.00595,"Household",165.6526,"OUT027","1985","Medium","Tier 3","Supermarket Type3",4769.125,4603.4724,96.527
"232","FDG33",5.365,"Regular",0.139561,"Seafood",170.4764,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3435.528,3265.0516,95.038
"233","FDL56",14.1,"Low_Fat",0.126036,"Fruits and Vegetables",86.4198,"OUT045","2002","Small","Tier 2","Supermarket Type1",1133.857,1047.4372,92.378
"234","FDF14",7.55,"Low_Fat",0.027165,"Canned",152.334,"OUT035","2004","Small","Tier 2","Supermarket Type1",2603.278,2450.944,94.148
"235","NCD06",13,"Low_Fat",0.099325,"Household",45.406,"OUT046","1997","Small","Tier 1","Supermarket Type1",605.878,560.472,92.506
"236","DRM47",9.3,"Low_Fat",0.043574,"Hard Drinks",192.8846,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2293.015,2100.1304,91.588
"237","FDS46",17.6,"Regular",0.082741,"Snack Foods",118.7782,"OUT019","1985","Small","Tier 1","Grocery Store",119.1782,0.400000000000006,0.336
"238","FDB35",12.3,"Regular",0.064565,"Starchy Foods",92.9804,"OUT013","1987","High","Tier 3","Supermarket Type1",1929.488,1836.5076,95.181
"239","FDX21",7.05,"Low_Fat",0.084555,"Snack Foods",109.8912,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2074.633,1964.7418,94.703
"240","NCU05",11.8,"Low_Fat",0.058452,"Health and Hygiene",79.9618,"OUT027","1985","Medium","Tier 3","Supermarket Type3",241.6854,161.7236,66.915
"241","NCR38",17.25,"Low_Fat",0.113749,"Household",251.3724,"OUT045","2002","Small","Tier 2","Supermarket Type1",6795.155,6543.7826,96.301
"242","NCR18",15.85,"Low_Fat",0.020604,"Household",42.7112,"OUT017","2007","Small","Tier 2","Supermarket Type1",639.168,596.4568,93.318
"243","NCU41",18.85,"Low_Fat",0.052045,"Health and Hygiene",192.1846,"OUT035","2004","Small","Tier 2","Supermarket Type1",3248.438,3056.2534,94.084
"244","FDY56",16.35,"Regular",0.062764,"Fruits and Vegetables",227.6062,"OUT017","2007","Small","Tier 2","Supermarket Type1",7222.598,6994.9918,96.849
"245","DRJ51",14.1,"Low_Fat",0.087977,"Dairy",229.0668,"OUT035","2004","Small","Tier 2","Supermarket Type1",3225.135,2996.0682,92.897
"246","FDK21",7.905,"Low_Fat",0.01001,"Snack Foods",249.0408,"OUT035","2004","Small","Tier 2","Supermarket Type1",3755.112,3506.0712,93.368
"247","FDY25",12,"Low_Fat",0.033946,"Canned",179.3976,"OUT013","1987","High","Tier 3","Supermarket Type1",3440.854,3261.4564,94.786
"248","FDU44",12.15,"Regular",0.058415,"Fruits and Vegetables",163.4552,"OUT035","2004","Small","Tier 2","Supermarket Type1",974.7312,811.276,83.231
"249","FDL43",10.1,"Low_Fat",0.027106,"Meat",75.367,"OUT049","1999","Medium","Tier 1","Supermarket Type1",535.969,460.602,85.938
"250","FDF05",17.5,"Low_Fat",0.027023,"Frozen Foods",262.491,"OUT017","2007","Small","Tier 2","Supermarket Type1",5259.82,4997.329,95.01
"251","DRF15",18.35,"Low_Fat",0.058153,"Dairy",152.034,"OUT019","1985","Small","Tier 1","Grocery Store",306.268,154.234,50.359
"252","FDL20",17.1,"Low_Fat",0.128938,"Fruits and Vegetables",112.3886,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1779.018,1666.6294,93.683
"253","FDV32",7.785,"Low_Fat",0.088846,"Fruits and Vegetables",61.451,"OUT049","1999","Medium","Tier 1","Supermarket Type1",759.012,697.561,91.904
"254","FDJ34",11.8,"Regular",0.093578,"Snack Foods",125.9704,"OUT013","1987","High","Tier 3","Supermarket Type1",1877.556,1751.5856,93.291
"255","FDG08",13.15,"Regular",0.165695,"Fruits and Vegetables",171.8764,"OUT045","2002","Small","Tier 2","Supermarket Type1",3779.081,3607.2046,95.452
"256","FDQ04",6.4,"Low_Fat",0.148393,"Frozen Foods",41.5796,"OUT019","1985","Small","Tier 1","Grocery Store",41.2796,-0.299999999999997,-0.727
"257","FDW13",8.5,"Low_Fat",0.098438,"Canned",51.1324,"OUT017","2007","Small","Tier 2","Supermarket Type1",259.662,208.5296,80.308
"258","NCI17",8.645,"Low_Fat",0.143303,"Health and Hygiene",96.341,"OUT013","1987","High","Tier 3","Supermarket Type1",193.082,96.741,50.104
"259","FDY03",17.6,"Regular",0.076276,"Meat",110.9202,"OUT045","2002","Small","Tier 2","Supermarket Type1",1687.803,1576.8828,93.428
"260","FDS12",9.1,"Low_Fat",0.175103,"Baking Goods",127.5362,"OUT017","2007","Small","Tier 2","Supermarket Type1",4655.939,4528.4028,97.261
"261","FDJ55",12.8,"Regular",0.023511,"Meat",225.9404,"OUT013","1987","High","Tier 3","Supermarket Type1",4950.889,4724.9486,95.436
"262","DRK01",7.63,"Low_Fat",0.061053,"Soft Drinks",95.4436,"OUT035","2004","Small","Tier 2","Supermarket Type1",1418.154,1322.7104,93.27
"263","FDG28",9.285,"Regular",0.049559,"Frozen Foods",246.4144,"OUT017","2007","Small","Tier 2","Supermarket Type1",1225.072,978.6576,79.886
"264","FDY38",13.6,"Regular",0.119418,"Dairy",231.03,"OUT045","2002","Small","Tier 2","Supermarket Type1",5359.69,5128.66,95.689
"265","FDN01",8.895,"Low_Fat",0.072546,"Breakfast",176.237,"OUT045","2002","Small","Tier 2","Supermarket Type1",1764.37,1588.133,90.011
"266","NCR54",16.35,"Low_Fat",0.090487,"Household",195.211,"OUT013","1987","High","Tier 3","Supermarket Type1",2553.343,2358.132,92.355
"267","FDG29",17.6,"Low_Fat",0.056245,"Frozen Foods",43.3454,"OUT013","1987","High","Tier 3","Supermarket Type1",1006.69,963.3446,95.694
"268","FDG24",7.975,"Low_Fat",0.014619,"Baking Goods",85.225,"OUT013","1987","High","Tier 3","Supermarket Type1",1081.925,996.7,92.123
"269","FDG59",15.85,"Low_Fat",0.043479,"Starchy Foods",36.7164,"OUT017","2007","Small","Tier 2","Supermarket Type1",308.9312,272.2148,88.115
"270","FDM28",15.7,"Low_Fat",0.045166,"Frozen Foods",178.666,"OUT013","1987","High","Tier 3","Supermarket Type1",2516.724,2338.058,92.901
"271","FDW04",8.985,"Regular",0.057827,"Frozen Foods",128.831,"OUT046","1997","Small","Tier 1","Supermarket Type1",1428.141,1299.31,90.979
"272","FDS26",20.35,"Low_Fat",0.089395,"Dairy",260.1594,"OUT013","1987","High","Tier 3","Supermarket Type1",2093.275,1833.1156,87.572
"273","FDQ56",6.59,"Low_Fat",0.105509,"Fruits and Vegetables",85.6908,"OUT013","1987","High","Tier 3","Supermarket Type1",1929.488,1843.7972,95.559
"274","FDK51",19.85,"Low_Fat",0.005234,"Dairy",264.0884,"OUT035","2004","Small","Tier 2","Supermarket Type1",5829.745,5565.6566,95.47
"275","FDL22",16.85,"Low_Fat",0.03639,"Snack Foods",91.4488,"OUT046","1997","Small","Tier 1","Supermarket Type1",2082.622,1991.1732,95.609
"276","FDH19",19.35,"Low_Fat",0.032928,"Meat",173.1738,"OUT027","1985","Medium","Tier 3","Supermarket Type3",7298.5,7125.3262,97.627
"277","FDY55",16.75,"Low_Fat",0.081253,"Fruits and Vegetables",256.4988,"OUT013","1987","High","Tier 3","Supermarket Type1",7452.965,7196.4662,96.558
"278","FDY03",17.6,"Regular",0.076552,"Meat",110.5202,"OUT017","2007","Small","Tier 2","Supermarket Type1",450.0808,339.5606,75.444
"279","FDK21",7.905,"Low_Fat",0.016759,"Snack Foods",250.4408,"OUT010","1998","Small","Tier 3","Grocery Store",500.6816,250.2408,49.98
"280","FDZ10",17.85,"Low_Fat",0.044248,"Snack Foods",126.202,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3668.558,3542.356,96.56
"281","FDZ32",7.785,"Regular",0.038288,"Fruits and Vegetables",103.1964,"OUT018","2009","Medium","Tier 3","Supermarket Type2",736.3748,633.1784,85.986
"282","NCZ18",7.825,"Low_Fat",0.186033,"Household",253.0698,"OUT035","2004","Small","Tier 2","Supermarket Type1",6088.075,5835.0052,95.843
"283","NCF07",9,"Low_Fat",0.031867,"Household",101.0016,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2125.234,2024.2324,95.248
"284","DRE49",20.75,"Low_Fat",0.02137,"Soft Drinks",153.0024,"OUT017","2007","Small","Tier 2","Supermarket Type1",2277.036,2124.0336,93.281
"285","FDJ08",11.1,"Low_Fat",0.193773,"Fruits and Vegetables",190.3846,"OUT019","1985","Small","Tier 1","Grocery Store",573.2538,382.8692,66.789
"286","FDT39",6.26,"Regular",0.009866,"Meat",151.1366,"OUT035","2004","Small","Tier 2","Supermarket Type1",2267.049,2115.9124,93.333
"287","FDE08",18.2,"Low_Fat",0.082551,"Fruits and Vegetables",147.3734,"OUT010","1998","Small","Tier 3","Grocery Store",296.9468,149.5734,50.37
"288","NCD06",13,"Low_Fat",0.09973,"Household",46.306,"OUT018","2009","Medium","Tier 3","Supermarket Type2",559.272,512.966,91.72
"289","FDB57",20.25,"Regular",0.018802,"Fruits and Vegetables",222.1772,"OUT035","2004","Small","Tier 2","Supermarket Type1",5559.43,5337.2528,96.004
"290","NCT54",8.695,"Low_Fat",0.119721,"Household",95.5094,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1237.722,1142.2126,92.283
"291","DRF49",7.27,"Low_Fat",0.071222,"Soft Drinks",113.5518,"OUT045","2002","Small","Tier 2","Supermarket Type1",569.259,455.7072,80.053
"292","FDM25",10.695,"Regular",0.060372,"Breakfast",174.0712,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3866.966,3692.8948,95.499
"293","FDF20",12.85,"Low_Fat",0.033288,"Fruits and Vegetables",198.4768,"OUT045","2002","Small","Tier 2","Supermarket Type1",1379.538,1181.0612,85.613
"294","FDH27",7.075,"Low_Fat",0.058585,"Dairy",142.7128,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1869.566,1726.8532,92.367
"295","FDV60",20.2,"Regular",0.116793,"Baking Goods",196.211,"OUT027","1985","Medium","Tier 3","Supermarket Type3",5499.508,5303.297,96.432
"296","FDY59",8.195,"Low_Fat",0.031452,"Baking Goods",94.3462,"OUT049","1999","Medium","Tier 1","Supermarket Type1",925.462,831.1158,89.806
"297","FDK36",7.09,"Low_Fat",0.007214,"Baking Goods",47.9034,"OUT035","2004","Small","Tier 2","Supermarket Type1",583.2408,535.3374,91.787
"298","NCM31",6.095,"Low_Fat",0.081197,"Others",141.4154,"OUT046","1997","Small","Tier 1","Supermarket Type1",1418.154,1276.7386,90.028
"299","FDE33",19.35,"Regular",0.049916,"Fruits and Vegetables",80.2644,"OUT017","2007","Small","Tier 2","Supermarket Type1",942.7728,862.5084,91.486
"300","FDU36",6.15,"Low_Fat",0.046271,"Baking Goods",99.3384,"OUT046","1997","Small","Tier 1","Supermarket Type1",2364.922,2265.5836,95.8
"301","FDV13",17.35,"Regular",0.027477,"Canned",87.9856,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3251.767,3163.7814,97.294
"302","FDV20",20.2,"Regular",0.104705,"Fruits and Vegetables",125.2678,"OUT019","1985","Small","Tier 1","Grocery Store",254.3356,129.0678,50.747
"303","NCQ54",17.7,"Low_Fat",0.01254,"Household",167.0474,"OUT035","2004","Small","Tier 2","Supermarket Type1",5895.659,5728.6116,97.167
"304","FDO23",17.85,"Low_Fat",0.147024,"Breads",93.7436,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1134.523,1040.7794,91.737
"305","DRE60",9.395,"Low_Fat",0.159658,"Soft Drinks",224.972,"OUT045","2002","Small","Tier 2","Supermarket Type1",7696.648,7471.676,97.077
"306","DRP47",15.75,"Low_Fat",0.141399,"Hard Drinks",250.5382,"OUT017","2007","Small","Tier 2","Supermarket Type1",2775.72,2525.1818,90.974
"307","FDB21",7.475,"Low_Fat",0.148822,"Fruits and Vegetables",241.2854,"OUT045","2002","Small","Tier 2","Supermarket Type1",5317.079,5075.7936,95.462
"308","FDR04",7.075,"Low_Fat",0.021656875,"Frozen Foods",98.0068,"OUT018","2009","Medium","Tier 3","Supermarket Type2",874.8612,776.8544,88.797
"309","FDX23",6.445,"Low_Fat",0.029692,"Baking Goods",92.6436,"OUT046","1997","Small","Tier 1","Supermarket Type1",1039.98,947.3364,91.092
"310","FDX19",19.1,"Low_Fat",0.096716,"Fruits and Vegetables",235.0958,"OUT035","2004","Small","Tier 2","Supermarket Type1",3038.045,2802.9492,92.262
"311","FDD40",20.25,"Regular",0.014791,"Dairy",193.6162,"OUT035","2004","Small","Tier 2","Supermarket Type1",3848.324,3654.7078,94.969
"312","FDA01",15,"Regular",0.054378,"Canned",59.1904,"OUT046","1997","Small","Tier 1","Supermarket Type1",527.3136,468.1232,88.775
"313","FDS33",6.67,"Regular",0.123429,"Snack Foods",89.1514,"OUT046","1997","Small","Tier 1","Supermarket Type1",2390.888,2301.7366,96.271
"314","FDM50",13,"Regular",0.029943,"Canned",60.222,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1677.816,1617.594,96.411
"315","FDB29",16.7,"Regular",0.052368,"Frozen Foods",112.7176,"OUT013","1987","High","Tier 3","Supermarket Type1",801.6232,688.9056,85.939
"316","FDF46",7.07,"Low_Fat",0.093861,"Snack Foods",115.5834,"OUT045","2002","Small","Tier 2","Supermarket Type1",1267.017,1151.4336,90.878
"317","FDA33",6.48,"Low_Fat",0.033969,"Snack Foods",148.0076,"OUT045","2002","Small","Tier 2","Supermarket Type1",886.8456,738.838,83.311
"318","FDC08",19,"Regular",0.173154,"Fruits and Vegetables",228.272,"OUT010","1998","Small","Tier 3","Grocery Store",452.744,224.472,49.58
"319","FDB53",13.35,"Low_Fat",0.139735,"Frozen Foods",147.5392,"OUT045","2002","Small","Tier 2","Supermarket Type1",3877.619,3730.0798,96.195
"320","FDY31",5.98,"Low_Fat",0.043352,"Fruits and Vegetables",146.6418,"OUT027","1985","Medium","Tier 3","Supermarket Type3",4414.254,4267.6122,96.678
"321","DRQ35",9.3,"Low_Fat",0.042087,"Hard Drinks",122.4388,"OUT027","1985","Medium","Tier 3","Supermarket Type3",5448.907,5326.4682,97.753
